questions,answer
 431+52,159 
 71+868,885 
 91+011,129 
683+033,716 
 42+826,652 
816+396,1311
193+733,728 
 412+46,278 
 828+66,894 
723+272,599 
 54+104,446 
  5+871,183 
086+609,1586
784+797,1284
 69+568,961 
 52+615,541 
 24+744,489 
 78+132,318 
371+595,768 
 821+39,221 
 044+53,475 
 82+265,590 
638+887,1624
 695+96,665 
 45+581,239 
 916+66,685 
394+524,918 
 535+46,599 
 491+08,274 
 18+615,597 
 341+44,187 
 73+066,697 
 785+47,661 
 971+69,275 
 609+78,993 
 265+51,577 
 32+104,424 
482+241,426 
 37+431,207 
022+416,834 
 865+84,616 
963+463,733 
 54+583,430 
 21+325,535 
 58+348,928 
149+348,1784
715+391,710 
 989+77,1066
 39+023,413 
454+137,1185
 657+99,855 
967+116,1380
 64+517,761 
781+312,400 
 769+04,1007
 06+719,977 
 59+601,201 
 25+311,165 
 67+676,752 
151+261,313 
 663+65,422 
 681+41,200 
779+475,1551
291+305,695 
  52+39,118 
354+851,611 
 899+47,1072
 03+645,576 
 986+65,745 
 16+407,765 
036+108,1431
 004+73,437 
 89+782,385 
 22+186,703 
491+824,622 
523+301,428 
 886+11,699 
 06+673,436 
  809+1,909 
 93+929,968 
 479+82,1002
 25+923,381 
894+507,1203
  7+111,118 
 76+835,605 
 694+02,516 
997+411,913 
 52+362,288 
  88+74,135 
 35+827,781 
729+431,1061
562+885,853 
155+152,802 
  098+2,892 
 328+59,918 
 626+49,720 
 57+305,578 
107+328,1524
 83+242,280 
 63+867,804 
984+894,987 
 907+31,722 
 975+91,598 
 056+83,688 
156+213,963 
 294+66,558 
734+592,732 
 634+85,494 
675+208,1378
  7+301,110 
135+091,721 
 83+404,442 
215+537,1247
278+741,1019
 18+815,599 
831+688,1024
846+207,1350
881+759,1145
  781+5,192 
818+316,1431
961+293,561 
 816+63,654 
  4+172,275 
283+284,864 
 12+866,689 
462+096,954 
 44+213,356 
 21+715,529 
 896+82,726 
 822+98,317 
 26+012,272 
 941+85,207 
 165+33,594 
439+568,1799
 474+14,515 
 569+95,1024
547+166,1406
 683+73,423 
 982+11,300 
 14+976,720 
 37+951,232 
716+442,861 
 63+288,918 
 24+939,981 
163+508,1166
835+359,1491
931+572,414 
 858+08,938 
 89+074,568 
073+071,540 
117+311,824 
 03+741,177 
299+384,1475
982+285,871 
846+395,1241
 699+38,1079
 99+071,269 
 66+196,757 
092+088,1170
 84+049,988 
464+727,1191
 771+49,271 
 886+15,739 
 695+36,659 
 22+972,301 
 189+56,1046
716+812,835 
 14+201,143 
 751+64,203 
 106+32,624 
485+361,747 
 723+66,393 
 29+646,738 
677+837,1514
 79+651,253 
364+495,1057
 22+002,222 
 078+45,924 
 842+79,345 
 66+453,420 
987+946,1438
667+378,1639
 44+657,800 
 021+51,135 
 24+601,148 
156+969,1620
957+715,1276
 296+44,736 
 808+47,882 
  15+06,111 
 91+932,258 
  9+347,752 
 39+244,535 
 24+125,563 
317+814,1131
 02+169,981 
182+011,391 
 51+529,940 
 64+574,521 
 827+53,763 
 139+23,963 
769+566,1632
339+988,1822
656+532,891 
433+444,778 
 74+484,531 
 188+75,938 
 082+42,304 
 66+043,406 
436+738,1471
368+895,1461
 56+582,350 
 91+363,382 
 521+13,156 
 319+11,924 
 44+782,331 
 202+37,275 
 14+554,496 
 27+737,809 
 472+88,362 
 701+63,143 
 746+52,672 
 542+81,263 
 07+817,788 
 028+87,898 
 81+164,479 
 911+91,138 
 59+254,547 
936+269,1601
796+771,874 
 33+488,917 
 861+74,215 
 733+31,350 
 35+595,648 
 99+068,959 
 419+24,956 
 33+437,767 
 032+53,265 
413+428,1138
289+714,1399
 738+76,904 
 02+177,791 
309+847,1651
 86+854,526 
957+473,1133
 627+59,821 
 749+91,966 
279+567,1737
 749+25,999 
 106+41,615 
189+899,1979
  5+318,818 
774+143,818 
043+049,1280
  32+18,104 
 042+26,302 
207+438,1536
 83+372,311 
 66+393,459 
 815+97,597 
 099+65,1046
 49+126,715 
 84+369,1011
451+148,995 
 78+129,1008
  663+9,375 
213+985,901 
 482+09,374 
 599+33,1028
714+922,646 
016+897,1408
 681+33,219 
692+076,966 
 58+991,284 
825+887,1316
578+616,1491
178+222,1093
 22+682,308 
 87+017,788 
647+288,1628
 788+56,952 
718+704,1224
 66+095,656 
 89+612,314 
268+993,1261
191+079,1161
 93+948,888 
247+214,1154
 676+61,692 
509+067,1665
165+967,1330
527+975,1304
 05+294,542 
802+777,985 
987+692,1085
 489+07,1054
414+123,735 
 045+86,608 
 18+379,1054
 349+19,1034
 818+22,840 
 172+54,316 
813+967,1087
107+592,996 
 743+45,401 
 18+571,256 
 35+941,202 
 51+852,273 
 137+57,806 
  49+78,181 
 789+99,1086
042+677,1016
 667+95,825 
189+457,1735
086+602,886 
 875+92,607 
 763+28,449 
294+278,1364
 41+859,972 
301+506,708 
  091+5,195 
498+902,1103
  3+271,175 
  9+641,155 
 32+674,499 
 24+674,518 
 862+46,332 
  4+404,408 
488+953,1243
 926+49,723 
825+119,1439
 869+48,1052
 722+14,268 
 106+14,642 
504+438,1239
 93+352,292 
614+891,614 
 438+37,907 
 95+269,1021
942+611,365 
955+856,1217
 818+67,894 
 822+75,285 
 995+35,652 
313+494,807 
 12+155,572 
 24+678,918 
 365+08,643 
  07+25,122 
255+785,1139
 112+11,222 
 487+48,868 
 14+612,257 
829+985,1517
 15+543,396 
 619+42,940 
 54+657,801 
 29+976,771 
 42+075,594 
782+336,920 
 31+139,944 
 66+633,402 
 922+13,260 
 31+628,839 
 52+815,543 
133+697,1127
 909+83,947 
826+248,1470
 387+48,867 
607+655,1262
877+378,1651
119+152,1162
 98+244,531 
 055+57,625 
 737+04,777 
 513+28,397 
913+674,795 
 617+82,744 
209+557,1657
 61+658,872 
 97+054,529 
372+762,540 
 29+177,863 
 848+92,877 
 018+11,821 
 55+423,379 
 355+56,618 
 32+565,588 
 979+06,1039
  1+673,377 
979+591,1174
283+656,1038
 91+382,302 
 071+89,268 
 26+557,817 
969+861,1137
 333+08,413 
 385+16,644 
 396+69,789 
 751+69,253 
167+075,1331
171+401,275 
 087+76,847 
063+102,561 
913+114,730 
 49+348,937 
 433+48,418 
389+392,1276
839+858,1796
168+038,1691
 782+22,309 
189+295,1573
  0+762,267 
 016+72,637 
131+298,1023
526+731,762 
 98+628,915 
247+314,1155
 093+38,473 
062+694,756 
585+266,1247
 59+784,582 
587+387,1568
 592+74,342 
 84+804,456 
 073+62,396 
 028+79,917 
 05+859,1008
 125+66,587 
 782+29,379 
 01+196,701 
 953+03,389 
 24+298,934 
 76+127,788 
 931+75,196 
255+409,1456
179+014,1381
 45+383,437 
 97+291,271 
 564+28,547 
 46+822,292 
293+708,1199
 091+86,258 
251+499,1146
  573+0,375 
838+076,1508
 937+46,803 
 37+863,441 
 61+391,209 
688+007,1586
 981+97,268 
 59+155,646 
883+342,631 
285+339,1515
898+567,1663
 401+21,116 
 608+69,902 
 837+41,752 
745+983,936 
 84+189,1029
893+792,695 
 79+199,1088
328+002,1023
 849+75,1005
 35+843,401 
 551+85,213 
426+577,1399
056+631,786 
455+343,897 
911+998,1018
 658+97,935 
  293+2,394 
 699+59,1091
 13+627,757 
  94+27,121 
 84+154,499 
 605+23,538 
156+009,1551
648+586,1531
 512+79,312 
 555+49,649 
178+018,1681
753+174,828 
967+538,1604
 76+431,201 
433+629,1260
 29+032,322 
  08+06,140 
 06+748,907 
386+918,1502
994+692,795 
183+753,738 
 93+793,436 
647+374,1219
 396+68,779 
801+087,888 
 216+11,623 
  29+45,146 
 46+465,628 
  396+3,696 
 99+536,734 
 79+608,903 
 19+507,796 
243+915,861 
 142+56,306 
 392+72,320 
662+483,650 
 91+468,883 
 639+77,1013
 65+786,743 
 781+92,216 
 09+874,568 
808+477,1582
 65+323,379 
 205+13,533 
919+613,1235
 35+598,948 
 38+873,461 
224+668,1288
863+114,779 
485+549,1529
437+839,1672
 65+581,241 
 725+13,558 
 43+298,926 
607+838,1544
331+678,1009
658+303,1159
 856+39,751 
 559+49,1049
  257+6,758 
 796+35,750 
 51+571,190 
411+081,294 
507+425,1229
 227+71,739 
 29+785,679 
616+297,1408
658+556,1511
978+794,1376
 59+982,384 
 587+44,829 
 17+108,872 
058+455,1404
052+179,1221
 407+49,798 
099+069,1950
896+997,1497
689+757,1743
 142+24,283 
 92+786,716 
  77+07,147 
 503+28,387 
 66+188,947 
216+603,918 
 723+74,374 
 29+503,397 
 14+851,199 
 892+62,324 
 64+199,1037
 706+09,697 
265+581,747 
 478+63,910 
 834+51,453 
 857+34,801 
245+034,972 
 197+35,844 
 814+12,439 
 925+96,598 
 083+25,432 
156+528,1476
 108+22,823 
  6+326,629 
 48+642,330 
 337+87,811 
  7+378,880 
 56+855,623 
 87+767,845 
215+715,1029
 163+74,408 
 19+204,493 
492+045,834 
163+848,1209
225+899,1520
 79+335,630 
 338+22,855 
 481+91,203 
935+416,1153
073+716,987 
274+511,587 
 23+333,365 
206+248,1444
 159+44,995 
145+584,1026
949+461,1113
 654+89,554 
 627+53,761 
 782+52,312 
 015+94,559 
 889+99,1087
 39+011,203 
 342+71,260 
 86+624,494 
 09+449,1034
  33+14,74  
 94+081,229 
 48+814,502 
 63+452,290 
239+775,1509
 407+15,755 
 694+75,553 
049+556,1595
 61+312,229 
 04+723,367 
 23+642,278 
172+783,658 
622+963,595 
 412+61,230 
 95+196,750 
 149+96,1010
 015+23,542 
625+995,1125
 83+009,938 
373+121,494 
855+857,1316
  3+434,437 
691+435,730 
 24+463,406 
 382+59,378 
 96+319,982 
451+428,978 
449+393,1337
 824+87,506 
 07+608,876 
 85+626,684 
861+939,1107
 225+27,594 
 85+471,232 
 983+01,399 
 53+008,835 
925+442,773 
 316+81,631 
595+323,918 
 84+283,430 
  9+763,376 
975+971,758 
704+044,847 
 63+638,872 
489+215,1496
 12+657,777 
 453+14,395 
 52+224,447 
 792+64,343 
 97+395,672 
594+403,799 
 439+83,972 
 75+338,890 
273+393,765 
 937+05,789 
 62+686,712 
 127+47,795 
023+697,1116
 733+36,400 
 06+556,715 
511+209,1017
429+431,1058
 07+103,371 
 543+36,408 
 699+27,1068
 809+25,960 
 578+35,928 
 46+914,483 
 257+58,837 
429+349,1867
363+611,479 
 31+669,979 
281+106,783 
  3+577,778 
041+007,840 
 73+272,309 
638+007,1536
 777+31,790 
 33+954,492 
 301+22,125 
  1+231,133 
012+043,550 
442+948,1093
 14+211,153 
 51+554,470 
 463+28,446 
 85+968,927 
 84+128,869 
 459+39,1047
 955+64,605 
584+114,896 
 791+36,260 
217+307,1415
 57+024,495 
 377+54,818 
 07+909,979 
 38+912,302 
 432+74,281 
 575+38,658 
 732+12,258 
 323+48,407 
 331+43,167 
964+672,745 
398+392,1186
807+723,1035
 411+65,170 
 831+15,189 
411+107,815 
 92+504,434 
 381+07,253 
656+174,1127
 88+471,262 
 542+23,277 
 59+837,833 
 49+198,985 
 024+81,438 
153+547,1096
 21+769,979 
436+988,1523
 546+69,741 
206+877,1380
621+261,288 
 08+798,977 
227+138,1553
298+167,1653
074+067,1230
 58+306,688 
 502+38,288 
 78+354,540 
  5+384,488 
 07+016,680 
 651+51,171 
 709+98,996 
  3+818,821 
 096+03,720 
 66+496,760 
 762+86,335 
 62+635,562 
374+418,1287
 95+561,224 
 52+297,817 
402+219,1116
694+175,1067
 263+57,437 
 57+334,508 
333+408,1137
 54+005,545 
 74+715,564 
 789+56,1052
846+533,983 
 862+47,342 
 556+58,740 
 69+146,737 
 31+202,215 
 161+08,241 
 782+78,374 
259+821,1080
 58+356,738 
 95+993,458 
 348+09,933 
 511+57,190 
 63+379,1009
898+277,1670
 103+23,333 
 378+76,940 
 51+013,325 
 585+27,657 
185+739,1518
 025+11,531 
789+838,1825
 379+73,1010
 93+361,202 
595+006,1195
 85+433,392 
 94+424,473 
437+159,1685
 89+836,736 
 174+68,557 
 746+51,662 
102+705,708 
 424+51,439 
937+391,932 
 397+92,822 
 987+61,805 
 82+158,879 
 51+904,424 
 01+929,939 
535+717,1252
  2+184,483 
 601+84,154 
 795+99,696 
904+794,906 
 08+423,404 
 88+823,416 
 533+73,372 
 19+366,754 
 27+668,938 
597+242,1037
 702+25,259 
651+881,344 
 97+895,677 
 46+047,804 
818+058,1668
604+992,705 
 49+054,544 
 99+916,718 
 189+68,1067
723+898,1225
 73+082,317 
 01+431,144 
236+778,1509
975+664,1045
375+285,1155
 565+68,651 
 516+77,692 
 66+096,756 
815+108,1319
449+618,1760
169+499,1955
 14+519,956 
 35+024,473 
065+523,885 
651+645,702 
446+974,1123
551+408,959 
 71+516,632 
 45+905,563 
 65+536,691 
 889+92,1017
162+359,1214
 37+853,431 
464+859,1422
027+207,1422
 58+377,858 
 909+33,942 
432+351,387 
 43+225,556 
591+297,987 
543+078,1215
195+997,1390
557+493,1149
 828+33,861 
886+287,1470
457+751,911 
 017+29,802 
884+117,1199
 17+826,699 
 83+322,261 
 757+26,819 
018+822,1038
 879+18,1059
 73+306,640 
094+234,922 
479+904,1383
 87+796,775 
689+191,1177
 15+301,154 
 702+35,260 
 151+72,178 
535+497,1329
  113+9,320 
 123+63,357 
998+572,1174
 95+091,249 
 817+72,745 
 777+73,814 
957+021,879 
 31+414,427 
326+214,1035
295+544,1037
 07+318,883 
 781+99,286 
397+403,1097
 23+294,524 
 53+943,384 
  503+1,306 
 455+61,570 
778+041,1017
 84+395,641 
019+151,1061
 09+373,463 
 91+493,413 
 38+556,738 
 11+772,288 
 27+735,609 
 779+15,1028
 039+12,951 
498+429,1818
389+953,1342
 245+74,589 
 79+503,402 
 031+41,144 
904+311,522 
315+506,1118
356+394,1146
 26+718,879 
 921+83,167 
492+924,723 
  5+133,336 
281+946,831 
 81+758,875 
927+118,1540
172+944,720 
 56+472,339 
 21+218,824 
 245+04,582 
 92+914,448 
  4+678,880 
  5+169,966 
 572+71,292 
408+202,1006
 669+05,1016
672+101,377 
 98+005,589 
703+258,1159
 05+439,984 
627+094,1216
984+415,1003
833+367,1101
187+802,989 
  7+625,533 
 84+704,455 
 169+26,1023
 91+946,668 
  32+92,52  
339+248,1775
 786+24,729 
 85+334,491 
696+205,1198
652+226,878 
635+882,824 
 558+74,902 
738+622,1063
 187+16,842 
 922+23,261 
521+427,849 
 87+221,200 
324+014,833 
827+745,1275
 518+83,853 
889+904,1397
 09+185,671 
 55+749,1002
 016+49,704 
053+288,1232
425+457,1278
002+096,890 
972+022,499 
 761+09,257 
 42+465,588 
  1+268,863 
 89+608,904 
634+067,1196
 452+69,350 
  18+58,166 
481+397,977 
553+421,479 
057+513,1065
 64+465,610 
  7+881,195 
 93+155,590 
 431+27,206 
827+343,1071
  48+41,98  
 251+61,168 
 82+395,621 
 332+75,290 
 494+94,543 
 962+29,361 
 87+257,830 
667+924,1195
635+041,676 
369+527,1688
759+927,1686
 93+049,979 
 879+19,1069
 98+639,1025
845+044,988 
 131+44,175 
042+864,708 
 56+134,496 
213+999,1311
 389+68,1069
 89+323,421 
705+776,1184
 27+046,712 
 52+693,421 
 49+721,221 
233+168,1193
446+589,1629
017+634,1146
 06+563,425 
 194+67,567 
 34+644,489 
 185+11,592 
555+068,1415
982+972,568 
751+037,887 
501+079,1075
 956+44,703 
675+842,824 
 746+91,666 
 031+36,193 
 57+539,1010
726+579,1602
 66+764,533 
 07+445,614 
 69+259,1048
 17+912,290 
 536+86,703 
 665+93,605 
  4+531,139 
 76+236,699 
944+116,1060
525+562,790 
 21+584,497 
 33+121,154 
 844+95,507 
205+171,673 
 87+173,449 
 49+961,263 
 485+38,667 
 243+36,405 
974+171,650 
 24+005,542 
 15+121,172 
953+224,781 
959+161,1120
795+405,1101
 07+277,842 
 539+98,1024
796+364,1160
584+028,1305
155+606,1157
 525+55,580 
 54+122,266 
051+211,262 
 341+69,239 
769+575,1542
 947+61,765 
 658+38,939 
 174+74,518 
  2+787,789 
 06+254,512 
 47+716,691 
599+088,1875
 806+99,707 
 51+789,1002
292+773,669 
616+885,1204
602+843,554 
 822+63,264 
 453+57,429 
 01+413,324 
 29+564,557 
126+323,944 
  833+0,338 
 42+125,545 
607+576,1381
 983+46,453 
875+752,835 
573+521,500 
  865+4,572 
 15+156,702 
 24+283,424 
 98+996,788 
 92+669,995 
 75+412,271 
 93+227,761 
 93+058,889 
  56+32,88  
113+852,569 
565+725,1092
567+386,1448
 91+596,714 
 68+315,599 
 048+45,894 
 28+245,624 
 66+504,471 
  88+95,147 
 62+917,745 
 78+934,526 
012+653,566 
  294+0,492 
 34+159,994 
 38+135,614 
989+025,1509
197+506,1396
 557+95,814 
 557+82,783 
 36+741,210 
277+945,1321
 247+13,773 
 787+81,805 
 819+02,938 
732+023,557 
527+344,1168
 308+04,843 
878+289,1860
 945+93,588 
 999+77,1076
284+114,893 
 763+97,446 
 495+71,611 
 336+63,669 
123+198,1212
 67+248,918 
287+118,1593
 17+491,265 
 377+48,857 
252+134,683 
  42+36,87  
905+922,738 
 309+28,985 
382+232,515 
939+614,1355
406+897,1402
 745+25,599 
 073+78,457 
 17+433,405 
891+206,800 
 353+68,439 
 793+04,437 
039+438,1764
 35+544,498 
 238+52,857 
  638+9,845 
 924+15,480 
 46+142,305 
 51+715,532 
 93+111,150 
 85+465,622 
 808+27,880 
481+611,300 
684+629,1412
424+967,1193
712+537,952 
639+036,1566
 49+194,585 
 05+728,877 
311+183,494 
  2+801,110 
 15+136,682 
 296+97,771 
157+374,1224
 292+33,325 
 465+49,658 
694+973,875 
331+109,1034
538+067,1595
 864+74,515 
 58+399,1078
 08+005,580 
 42+348,867 
148+849,1789
939+112,1150
963+858,1227
199+055,1541
 512+19,306 
013+381,493 
 828+87,906 
792+549,1242
 84+958,907 
 363+78,450 
  64+78,133 
 109+58,986 
 69+258,948 
 234+21,444 
 07+804,478 
 11+638,847 
905+277,1281
 66+433,400 
032+779,1207
 04+191,231 
685+527,1311
 733+44,381 
 541+06,205 
779+845,1525
 22+858,880 
 121+89,219 
248+436,1476
478+099,1864
 351+68,239 
 997+23,831 
 252+19,343 
 483+58,469 
 682+56,351 
773+849,1325
 365+98,652 
 59+306,698 
059+623,1276
253+779,1329
 33+605,539 
505+837,1243
935+116,1150
 305+18,584 
498+586,1579
 746+16,708 
 118+91,830 
 635+06,596 
 22+605,528 
 117+64,757 
712+375,790 
931+383,522 
036+528,1455
 824+76,495 
 34+027,763 
 67+225,598 
 58+027,805 
  47+75,131 
 293+28,474 
 76+453,421 
078+921,999 
  7+436,641 
 05+058,900 
 11+294,503 
028+218,1632
 099+79,1087
135+461,695 
 946+49,743 
 43+898,932 
227+034,1152
 59+126,716 
417+825,1242
 014+62,436 
 213+91,331 
 07+501,175 
 99+252,351 
611+536,751 
 95+579,1034
 745+73,584 
992+652,555 
966+491,863 
036+619,1546
  076+5,675 
 84+573,423 
503+838,1143
057+237,1482
 841+93,187 
 16+754,518 
 025+24,562 
 36+341,206 
 29+251,244 
 56+875,643 
883+653,744 
 278+08,952 
 53+449,979 
922+012,439 
088+465,1444
424+033,754 
 46+143,405 
 11+964,480 
154+573,826 
451+543,499 
998+892,1197
 21+599,1007
 723+37,400 
991+949,1148
 258+55,907 
 21+844,460 
 495+97,673 
 353+15,404 
 87+538,913 
 83+513,353 
798+563,1262
 612+32,239 
676+595,1271
 994+39,592 
057+879,1728
866+984,1157
 44+073,414 
 77+044,517 
488+086,1564
756+105,1158
618+529,1741
119+516,1526
 19+379,1064
567+561,930 
 22+469,986 
236+378,1505
 262+56,327 
 307+54,748 
 785+87,665 
 13+669,997 
 131+21,143 
834+498,1332
  579+0,975 
 73+423,361 
 03+339,963 
 05+463,414 
 39+865,661 
  0+989,989 
 35+141,194 
 203+42,326 
 81+371,191 
 851+54,203 
 815+62,544 
  5+123,326 
 654+94,505 
 353+65,409 
 15+089,1031
 754+23,489 
 153+95,410 
 563+33,398 
649+952,1205
874+766,1145
921+709,1036
 361+51,178 
 31+721,140 
438+203,1136
 49+752,351 
651+211,268 
349+412,1157
 034+32,453 
792+432,531 
 26+101,163 
366+302,866 
434+202,636 
  4+643,350 
 727+82,755 
 621+35,179 
 12+162,282 
 603+23,338 
 03+299,1022
887+163,1149
 93+959,998 
 48+393,477 
521+324,548 
168+056,1511
135+731,668 
133+622,557 
265+957,1321
 61+553,371 
 977+33,812 
 68+266,748 
 167+04,801 
963+722,596 
 114+41,425 
919+654,1375
 818+79,915 
 83+525,563 
 29+752,349 
122+775,798 
 42+622,250 
187+862,1049
  27+69,168 
 85+429,982 
 72+668,893 
 563+55,420 
 75+795,654 
 754+41,471 
 262+42,286 
163+551,516 
006+643,946 
 827+47,802 
 023+46,384 
 37+404,477 
 83+554,493 
 146+55,696 
 163+43,395 
 547+06,805 
  433+0,334 
 22+915,541 
 52+468,889 
 553+87,433 
 75+112,268 
773+231,509 
 199+26,1053
 026+87,698 
421+897,922 
199+721,1118
 05+264,512 
 72+065,587 
522+451,379 
 584+37,558 
812+749,1165
002+086,880 
657+491,950 
625+316,1139
 565+07,635 
 85+732,295 
489+807,1692
 693+12,417 
111+404,515 
448+129,1765
 35+515,568 
 798+97,976 
 03+669,996 
096+979,1669
 607+44,750 
 36+084,543 
 941+19,240 
 216+29,704 
628+881,1014
696+699,1692
 502+03,235 
527+848,1573
 16+303,364 
 531+16,196 
283+964,851 
 76+935,606 
 427+15,775 
645+208,1348
 926+09,719 
 379+78,1060
 088+41,894 
  12+67,97  
 04+684,526 
 72+977,806 
 908+54,854 
 355+11,564 
 14+154,492 
 922+04,269 
 262+41,276 
174+728,1298
261+624,588 
 11+491,205 
 189+53,1016
263+492,656 
 238+29,924 
 059+44,994 
  9+246,651 
 81+852,276 
516+368,1478
892+976,977 
224+578,1297
821+499,1122
 54+842,293 
324+438,1257
 28+464,546 
 851+13,189 
797+691,993 
 525+88,613 
 164+08,541 
 539+95,994 
 24+039,972 
 61+043,356 
 43+344,477 
591+639,1131
239+296,1624
528+686,1511
 964+61,485 
 23+384,515 
626+244,1068
 879+62,1004
 222+71,239 
  8+731,145 
 732+89,335 
705+447,1251
 77+455,631 
 574+58,560 
 229+57,997 
 66+546,711 
 645+09,636 
  939+2,941 
842+652,504 
 29+062,352 
 086+04,720 
 49+351,247 
 531+19,226 
973+473,753 
832+579,1213
 356+37,726 
 173+65,427 
 446+24,686 
 674+43,510 
 713+42,341 
388+927,1612
  13+25,83  
379+358,1826
 093+19,481 
299+284,1474
137+776,1408
 695+85,654 
 703+63,343 
 871+98,267 
 199+08,1071
624+204,828 
 323+72,350 
 345+72,570 
 042+66,306 
 22+244,464 
  454+5,459 
 412+99,313 
077+416,1384
 46+136,695 
 04+591,235 
209+546,1547
 48+866,752 
545+938,1384
543+249,1287
 568+37,938 
123+565,886 
 37+889,1061
 34+198,934 
 91+073,389 
 58+622,311 
373+798,1270
795+146,1238
052+012,460 
 005+49,594 
 93+397,832 
 82+932,267 
 239+37,1005
 758+07,927 
 78+843,435 
 229+38,1005
 876+26,740 
 101+11,112 
 18+035,611 
289+702,1189
 872+43,312 
 19+339,1024
 21+067,772 
 35+712,270 
 242+51,257 
387+875,1361
622+918,1045
 369+41,977 
 139+94,980 
 065+92,589 
 12+756,678 
 117+62,737 
853+603,664 
 593+99,494 
 65+552,311 
081+752,437 
492+816,912 
467+446,1408
 66+943,415 
181+558,1036
103+005,801 
726+541,772 
 56+032,295 
 394+37,566 
 31+411,127 
413+196,1005
 469+68,1050
954+307,1162
  3+538,838 
 05+033,380 
 913+45,373 
 009+66,966 
516+439,1549
 73+504,442 
 44+611,160 
889+068,1848
 24+366,705 
 93+149,980 
 411+56,179 
 262+87,340 
 329+51,938 
 536+92,664 
 28+735,619 
254+586,1137
 08+477,854 
 96+291,261 
949+465,1513
 62+543,371 
 65+356,709 
504+008,1205
 893+88,486 
 52+841,173 
669+953,1325
 081+64,226 
 991+99,298 
 19+337,824 
 87+556,733 
335+221,655 
934+843,787 
 13+622,257 
 28+258,934 
768+701,974 
 809+24,950 
 38+554,538 
 23+996,731 
 57+984,564 
  46+09,154 
934+298,1331
  57+28,157 
287+973,1161
 707+74,754 
143+232,573 
337+784,1220
199+087,1771
 17+012,281 
 785+35,640 
 471+05,224 
  1+463,365 
 971+91,198 
583+432,619 
 86+996,767 
 05+401,154 
858+091,1048
 594+36,558 
748+412,1061
112+304,614 
 74+217,759 
 13+983,420 
799+961,1166
 96+861,237 
 558+08,935 
677+877,1554
855+757,1315
641+185,727 
 95+317,772 
741+794,644 
217+695,1308
 415+11,525 
 54+938,884 
 04+464,504 
056+638,1486
 498+58,979 
424+549,1369
 062+82,288 
 32+683,409 
 255+43,586 
042+929,1169
661+308,969 
 76+956,726 
 996+14,740 
308+378,1676
 285+64,628 
 82+315,541 
724+419,1341
533+994,834 
 96+266,731 
 65+468,920 
875+009,1478
793+602,603 
917+077,1489
 86+306,671 
 65+458,910 
